weight_name,weight_score
model.layers.0.self_attn.q_proj.weight,0.3436957597732544
model.layers.0.self_attn.k_proj.weight,0.34572094678878784
model.layers.0.self_attn.v_proj.weight,3.3990042209625244
model.layers.0.self_attn.o_proj.weight,16.847440719604492
model.layers.0.mlp.gate_proj.weight,18.153377532958984
model.layers.0.mlp.up_proj.weight,20.99706268310547
model.layers.0.mlp.down_proj.weight,32.06279754638672
model.layers.0.input_layernorm.weight,0.22310371696949005
model.layers.0.post_attention_layernorm.weight,0.3880743980407715
model.layers.1.self_attn.q_proj.weight,1.747512698173523
model.layers.1.self_attn.k_proj.weight,0.9553250074386597
model.layers.1.self_attn.v_proj.weight,7.547275066375732
model.layers.1.self_attn.o_proj.weight,26.004749298095703
model.layers.1.mlp.gate_proj.weight,30.225194931030273
model.layers.1.mlp.up_proj.weight,34.77214050292969
model.layers.1.mlp.down_proj.weight,47.19804382324219
model.layers.1.input_layernorm.weight,0.4438289403915405
model.layers.1.post_attention_layernorm.weight,0.6237560510635376
model.layers.2.self_attn.q_proj.weight,6.871530532836914
model.layers.2.self_attn.k_proj.weight,3.460908889770508
model.layers.2.self_attn.v_proj.weight,7.554726600646973
model.layers.2.self_attn.o_proj.weight,18.379135131835938
model.layers.2.mlp.gate_proj.weight,38.046417236328125
model.layers.2.mlp.up_proj.weight,41.25117492675781
model.layers.2.mlp.down_proj.weight,45.138912200927734
model.layers.2.input_layernorm.weight,0.48506373167037964
model.layers.2.post_attention_layernorm.weight,0.6699104309082031
model.layers.3.self_attn.q_proj.weight,5.364734172821045
model.layers.3.self_attn.k_proj.weight,2.519841194152832
model.layers.3.self_attn.v_proj.weight,9.284666061401367
model.layers.3.self_attn.o_proj.weight,21.804298400878906
model.layers.3.mlp.gate_proj.weight,41.4711799621582
model.layers.3.mlp.up_proj.weight,46.27073287963867
model.layers.3.mlp.down_proj.weight,48.46857452392578
model.layers.3.input_layernorm.weight,0.463390052318573
model.layers.3.post_attention_layernorm.weight,0.7387581467628479
model.layers.4.self_attn.q_proj.weight,5.82475471496582
model.layers.4.self_attn.k_proj.weight,2.8355820178985596
model.layers.4.self_attn.v_proj.weight,8.071242332458496
model.layers.4.self_attn.o_proj.weight,18.852222442626953
model.layers.4.mlp.gate_proj.weight,38.84032440185547
model.layers.4.mlp.up_proj.weight,46.72798538208008
model.layers.4.mlp.down_proj.weight,48.935890197753906
model.layers.4.input_layernorm.weight,0.5153703689575195
model.layers.4.post_attention_layernorm.weight,0.74361652135849
model.layers.5.self_attn.q_proj.weight,7.8176727294921875
model.layers.5.self_attn.k_proj.weight,3.613948345184326
model.layers.5.self_attn.v_proj.weight,8.108499526977539
model.layers.5.self_attn.o_proj.weight,18.909961700439453
model.layers.5.mlp.gate_proj.weight,37.987640380859375
model.layers.5.mlp.up_proj.weight,45.353721618652344
model.layers.5.mlp.down_proj.weight,46.678810119628906
model.layers.5.input_layernorm.weight,0.5315659046173096
model.layers.5.post_attention_layernorm.weight,0.7143412232398987
model.layers.6.self_attn.q_proj.weight,6.172842979431152
model.layers.6.self_attn.k_proj.weight,2.853740692138672
model.layers.6.self_attn.v_proj.weight,6.980294227600098
model.layers.6.self_attn.o_proj.weight,17.908979415893555
model.layers.6.mlp.gate_proj.weight,36.954986572265625
model.layers.6.mlp.up_proj.weight,44.338191986083984
model.layers.6.mlp.down_proj.weight,45.74773025512695
model.layers.6.input_layernorm.weight,0.451244980096817
model.layers.6.post_attention_layernorm.weight,0.7066851258277893
model.layers.7.self_attn.q_proj.weight,6.642013072967529
model.layers.7.self_attn.k_proj.weight,3.004551649093628
model.layers.7.self_attn.v_proj.weight,7.046323299407959
model.layers.7.self_attn.o_proj.weight,20.269062042236328
model.layers.7.mlp.gate_proj.weight,35.56822967529297
model.layers.7.mlp.up_proj.weight,43.769630432128906
model.layers.7.mlp.down_proj.weight,46.07234191894531
model.layers.7.input_layernorm.weight,0.4354058802127838
model.layers.7.post_attention_layernorm.weight,0.6811190247535706
model.layers.8.self_attn.q_proj.weight,6.983634948730469
model.layers.8.self_attn.k_proj.weight,3.0123291015625
model.layers.8.self_attn.v_proj.weight,6.879973888397217
model.layers.8.self_attn.o_proj.weight,20.32010269165039
model.layers.8.mlp.gate_proj.weight,35.13484191894531
model.layers.8.mlp.up_proj.weight,43.199432373046875
model.layers.8.mlp.down_proj.weight,44.77411651611328
model.layers.8.input_layernorm.weight,0.4144815504550934
model.layers.8.post_attention_layernorm.weight,0.690276026725769
model.layers.9.self_attn.q_proj.weight,7.298602104187012
model.layers.9.self_attn.k_proj.weight,3.0213215351104736
model.layers.9.self_attn.v_proj.weight,6.246252059936523
model.layers.9.self_attn.o_proj.weight,18.984132766723633
model.layers.9.mlp.gate_proj.weight,34.285057067871094
model.layers.9.mlp.up_proj.weight,41.570255279541016
model.layers.9.mlp.down_proj.weight,42.08252716064453
model.layers.9.input_layernorm.weight,0.4194415807723999
model.layers.9.post_attention_layernorm.weight,0.6539347171783447
model.layers.10.self_attn.q_proj.weight,8.009260177612305
model.layers.10.self_attn.k_proj.weight,3.49230694770813
model.layers.10.self_attn.v_proj.weight,7.413940906524658
model.layers.10.self_attn.o_proj.weight,21.821537017822266
model.layers.10.mlp.gate_proj.weight,31.85287094116211
model.layers.10.mlp.up_proj.weight,38.092403411865234
model.layers.10.mlp.down_proj.weight,40.00408935546875
model.layers.10.input_layernorm.weight,0.4011867344379425
model.layers.10.post_attention_layernorm.weight,0.6101937294006348
model.layers.11.self_attn.q_proj.weight,6.965914726257324
model.layers.11.self_attn.k_proj.weight,3.1489264965057373
model.layers.11.self_attn.v_proj.weight,7.180230140686035
model.layers.11.self_attn.o_proj.weight,19.192800521850586
model.layers.11.mlp.gate_proj.weight,30.536914825439453
model.layers.11.mlp.up_proj.weight,36.104736328125
model.layers.11.mlp.down_proj.weight,37.727787017822266
model.layers.11.input_layernorm.weight,0.4275810420513153
model.layers.11.post_attention_layernorm.weight,0.5768041610717773
model.layers.12.self_attn.q_proj.weight,7.519869327545166
